userId,itemId,rating
4,tt1742307,5
4,tt1999935,6
4,tt1738293,8
4,tt5928576,6
4,tt1503640,3
4,tt7581902,6
5,tt4335698,2
5,tt1722425,9
5,tt1292642,5
5,tt1188982,6
5,tt7463730,5
5,tt2327389,6
5,tt8011276,7
5,tt5638474,5
5,tt5121000,7
5,tt4559006,5
5,tt2350496,8
5,tt0246825,5
5,tt1620620,8
5,tt3726012,2
5,tt6923462,9
5,tt3224288,8
5,tt2362778,7
5,tt4023852,4
5,tt9239772,4
5,tt2190820,3
5,tt1605778,6
5,tt2188811,6
5,tt1666184,4
5,tt8291224,8
5,tt4262516,3
5,tt6170954,7
5,tt7262178,1
5,tt3848888,3
5,tt1397492,7
5,tt3477214,6
5,tt1673411,4
5,tt2423132,8
5,tt7722484,2
5,tt5785170,7
5,tt2222550,3
5,tt4900716,6
5,tt6620324,6
5,tt8108208,6
5,tt6334874,4
5,tt1926313,9
5,tt2202086,8
6,tt1608777,7
6,tt1821480,7
6,tt6484982,8
6,tt5943306,3
6,tt4340180,4
6,tt3717068,10
6,tt6903440,7
6,tt3678782,8
6,tt6071752,4
6,tt4271730,3
6,tt3431714,6
6,tt4971258,3
6,tt1578261,4
6,tt2168910,8
6,tt1191118,2
6,tt1319716,7
6,tt1425618,3
6,tt8206760,6
6,tt6078866,6
6,tt6405126,4
6,tt6843812,6
6,tt5613834,7
6,tt0839742,8
6,tt5151622,2
6,tt4684028,4
6,tt2679480,8
6,tt6452574,8
6,tt3709344,7
6,tt2032530,4
6,tt5518128,4
6,tt6537508,4
6,tt1954598,6
6,tt1855268,4
6,tt2401719,7
6,tt2357926,7
6,tt8396128,8
6,tt5713232,7
6,tt4921860,7
6,tt2186731,4
6,tt8223250,9
6,tt11007050,6
6,tt5970844,4
6,tt5638474,5
6,tt2461132,5
7,tt3469244,7
7,tt4007558,3
7,tt3742284,6
7,tt4684028,5
7,tt1345777,6
7,tt3426144,7
7,tt1572311,3
7,tt3672618,5
7,tt4355838,4
7,tt3848888,5
7,tt1227524,8
7,tt5713232,8
7,tt5785200,1
7,tt4307132,7
7,tt5662932,7
7,tt1612611,3
7,tt5717110,3
7,tt3848892,9
7,tt3797478,8
7,tt5745450,5
7,tt2615584,4
7,tt2150177,2
7,tt1781838,7
7,tt4818930,7
7,tt4651394,5
7,tt7154994,8
7,tt1451797,5
7,tt2800452,3
7,tt1286766,6
8,tt5052972,8
8,tt5970844,2
8,tt5216810,6
8,tt4579982,5
8,tt2406676,5
8,tt1612611,2
8,tt7412738,6
8,tt6299040,8
8,tt4386684,6
8,tt1388903,7
8,tt2009592,5
8,tt4565796,3
8,tt4505006,6
8,tt4303010,8
8,tt6265988,3
8,tt5956100,4
8,tt2216852,7
8,tt6452574,8
8,tt1572311,1
8,tt5662932,7
8,tt2034011,3
8,tt9319812,5
8,tt1620620,9
8,tt6986710,6
8,tt1629376,6
8,tt3142688,6
8,tt4513812,8
8,tt1891884,5
8,tt9558612,3
8,tt3514330,4
8,tt5343678,7
8,tt2275794,5
8,tt4906984,3
8,tt8852558,9
8,tt7581902,7
8,tt3672618,7
8,tt2350496,9
8,tt2309987,6
8,tt2615584,3
8,tt2357926,5
8,tt6144958,4
8,tt3482198,1
8,tt1607607,4
8,tt2317135,3
8,tt8060624,4
9,tt1825655,6
9,tt2224317,7
9,tt2404187,8
9,tt10635372,1
9,tt4675030,3
9,tt5690142,6
9,tt1971310,3
9,tt5472374,6
9,tt3324810,6
9,tt1694542,6
9,tt6467380,7
9,tt6471054,7
9,tt4844708,8
9,tt2188811,6
9,tt2941856,5
9,tt5235880,2
9,tt1884268,7
9,tt2417560,6
9,tt1821692,4
9,tt4169250,7
9,tt5046500,5
9,tt1437367,8
9,tt5571734,10
9,tt4335698,2
9,tt3696192,5
9,tt1465488,5
9,tt5909308,8
9,tt9105014,8
9,tt2814372,4
9,tt6527426,5
9,tt6265988,5
9,tt5052972,5
9,tt3302962,8
9,tt8130558,5
9,tt2872050,5
9,tt2213054,9
9,tt5209420,5
9,tt3309844,5
9,tt2932606,6
9,tt2354407,5
10,tt3501994,6
10,tt4355892,5
10,tt3447364,9
10,tt4865436,5
10,tt1814619,2
10,tt7399470,6
10,tt3142688,5
10,tt2188893,6
10,tt6537508,6
10,tt1286766,6
10,tt7255568,3
10,tt5197544,5
10,tt1375789,6
10,tt2255934,2
10,tt2429640,6
10,tt2802062,3
10,tt1465488,5
10,tt3720634,7
10,tt3021244,6
10,tt2222716,7
10,tt0988655,5
10,tt7180544,8
10,tt1198101,7
10,tt3683702,5
10,tt2356180,9
10,tt7262178,5
10,tt5882970,5
10,tt2708644,4
10,tt6080746,8
10,tt3483596,2
10,tt2556308,7
10,tt3398052,6
10,tt5290620,3
10,tt1883121,6
10,tt1438298,7
11,tt8055888,6
11,tt1867070,3
11,tt3177332,5
11,tt1961530,3
11,tt5207116,5
11,tt1891884,3
11,tt3717068,8
11,tt4579982,5
11,tt1612611,5
11,tt1814619,5
11,tt3881136,4
11,tt2404027,6
11,tt2027138,5
11,tt3766798,6
11,tt2585654,4
11,tt3501994,7
11,tt3303416,7
11,tt3261022,6
11,tt3709344,7
11,tt6033536,5
11,tt4500734,4
11,tt0073707,9
11,tt8647400,7
11,tt2057441,6
11,tt1646217,4
11,tt7526836,6
11,tt11046300,9
11,tt4434004,8
11,tt6712014,7
11,tt4581032,6
11,tt9105014,5
11,tt8427036,5
11,tt2404187,7
11,tt5743656,8
11,tt4373886,4
11,tt2199711,8
11,tt2185084,5
11,tt5784778,10
11,tt4556848,4
11,tt5717110,5
11,tt3531604,4
11,tt1244093,3
11,tt6971752,7
11,tt7581902,7
11,tt5525846,4
11,tt4358344,8
12,tt2612924,6
12,tt1848771,7
12,tt3948240,3
12,tt5108476,4
12,tt4505006,7
12,tt1191130,6
12,tt1744641,5
12,tt2395469,9
12,tt3501994,8
12,tt6143422,9
12,tt1363363,1
12,tt9179426,4
12,tt3311236,5
12,tt2178508,4
12,tt7639372,3
12,tt2361746,6
12,tt4865436,5
13,tt5743888,1
13,tt3726012,2
13,tt2796318,5
13,tt4094820,5
13,tt5472758,5
13,tt1708453,9
13,tt5235880,4
13,tt1821692,4
13,tt8206760,4
13,tt7725596,9
13,tt1124386,2
13,tt8869978,7
13,tt2727028,4
13,tt1961530,1
13,tt3767372,9
13,tt6611040,7
13,tt1867070,5
13,tt2100543,4
13,tt9239772,4
13,tt2232524,2
13,tt3357416,5
13,tt2912578,8
13,tt1191130,5
13,tt3666258,6
13,tt3426144,7
14,tt3290688,7
14,tt6471054,6
14,tt2130242,4
14,tt1447508,8
14,tt2164702,5
14,tt1610418,2
14,tt1980986,5
14,tt5713232,7
14,tt2100543,3
14,tt6620324,5
14,tt1992138,6
14,tt3501994,8
14,tt5290620,2
14,tt2140465,7
14,tt4110568,7
14,tt6352548,7
14,tt4107858,5
14,tt4909752,3
14,tt10360496,9
14,tt1558578,6
14,tt5525846,6
14,tt5784860,3
14,tt5227468,4
14,tt1438298,4
14,tt1727496,7
14,tt4117066,7
14,tt3595298,4
14,tt1954598,6
14,tt2406636,3
14,tt1605778,4
14,tt4807830,7
14,tt6512784,4
14,tt2224313,5
15,tt6843812,6
15,tt4335954,6
15,tt5742874,3
15,tt2354407,4
15,tt5743656,7
15,tt5775220,3
15,tt1182884,4
15,tt1183944,4
15,tt6071752,5
15,tt1127220,5
15,tt10635372,1
15,tt5472374,5
15,tt1322257,8
15,tt1629715,6
15,tt10360496,6
15,tt8706884,4
15,tt1918886,1
15,tt6143422,9
15,tt1608777,6
15,tt4022278,4
15,tt2461132,4
15,tt2275802,5
15,tt2401719,7
15,tt5956100,6
15,tt2341766,5
15,tt2406676,5
15,tt1629241,4
15,tt8175968,4
15,tt6752836,1
15,tt2872050,5
15,tt1992138,6
15,tt5108476,4
15,tt6272828,6
15,tt1535467,5
15,tt3595298,5
16,tt2066062,1
16,tt8268972,4
16,tt4707940,7
16,tt1455811,6
16,tt1363363,1
16,tt3881136,4
16,tt3859980,6
16,tt6471054,8
16,tt3863552,8
16,tt3823392,8
16,tt4675030,3
16,tt3166542,7
16,tt4916048,7
16,tt4541102,4
16,tt2302416,7
16,tt3261022,7
16,tt5165344,7
17,tt2317103,7
17,tt2063745,5
17,tt4228746,6
17,tt2186731,4
17,tt8396186,3
17,tt1455811,5
17,tt6173826,5
17,tt2032530,5
17,tt2126282,7
17,tt2372678,5
17,tt1999935,4
17,tt1562871,6
17,tt2275802,7
17,tt2216852,4
17,tt1734110,9
17,tt8647400,6
17,tt5764024,4
17,tt3836958,7
17,tt3482198,1
17,tt4129428,5
17,tt1884268,7
17,tt3148502,8
17,tt1630613,8
17,tt2401719,6
17,tt4581032,6
17,tt7720922,5
17,tt5639388,7
17,tt8983202,8
17,tt5165344,8
17,tt1182884,5
17,tt5756052,6
17,tt3001638,9
17,tt5755606,5
17,tt5662932,6
17,tt10816510,8
17,tt6143422,8
17,tt5502766,5
17,tt2106537,3
17,tt1680317,1
17,tt2612924,4
17,tt2622130,5
17,tt7778680,7
17,tt6173990,9
17,tt7463730,5
17,tt3797478,6
18,tt4338154,4
18,tt4654760,4
18,tt2202086,6
18,tt3802576,6
18,tt2034011,4
18,tt3823392,7
18,tt3847072,7
18,tt1920986,5
18,tt3717068,8
18,tt4916048,8
18,tt2082197,7
18,tt2156785,8
18,tt5638474,5
18,tt2401719,5
18,tt6071752,3
18,tt3447364,8
18,tt2980794,6
18,tt6923462,8
18,tt5613834,4
18,tt2339549,5
18,tt2229842,6
18,tt2857500,6
18,tt5775220,4
18,tt7721946,3
18,tt2164702,6
18,tt2181931,9
18,tt5928576,6
18,tt2275794,6
18,tt3619854,3
18,tt2302416,6
18,tt2203308,9
18,tt4906984,5
18,tt6143422,8
18,tt2356959,4
18,tt2344678,4
18,tt1867070,4
18,tt3681414,6
18,tt1431122,4
18,tt2243336,5
18,tt1629260,3
18,tt6711660,7
18,tt6349528,6
18,tt9496212,5
18,tt2909396,2
18,tt2624852,7
19,tt8983180,4
19,tt4303010,6
19,tt6046994,4
19,tt7412738,6
19,tt2848824,7
19,tt5472758,7
19,tt9179426,6
19,tt5745450,5
19,tt1785333,8
19,tt11007050,4
20,tt3309662,2
20,tt1773109,4
20,tt5156746,4
20,tt2100543,3
20,tt3175038,8
20,tt11007050,6
20,tt2401719,6
20,tt3465488,4
20,tt2082197,9
20,tt5742874,5
20,tt1447508,7
20,tt8130968,9
20,tt8108268,8
20,tt8202612,5
20,tt1431122,4
20,tt3863552,8
20,tt1610452,6
20,tt2198235,6
20,tt3324810,8
20,tt1821692,3
20,tt4309284,7
21,tt1609147,9
21,tt2708550,9
21,tt3324810,8
21,tt3005850,5
21,tt2404187,8
21,tt2171454,3
21,tt3877652,5
21,tt6791730,9
21,tt3854246,4
21,tt1447508,8
21,tt2188805,6
21,tt1600439,4
21,tt7162758,5
21,tt2406676,7
21,tt1826763,6
21,tt1503640,4
21,tt2112131,6
21,tt2404519,4
21,tt1918886,3
21,tt2066062,1
21,tt9558612,2
21,tt2872050,6
21,tt1620933,7
21,tt2009592,7
21,tt7262178,1
21,tt1629295,7
21,tt2556308,9
21,tt2302416,8
21,tt1937092,4
21,tt2800452,3
21,tt7549484,5
21,tt4994210,5
21,tt1573482,8
21,tt2187972,4
21,tt2571140,6
21,tt6537508,7
21,tt7778680,8
21,tt10360496,7
21,tt8268972,3
21,tt1286766,3
21,tt9319812,7
21,tt7585620,7
21,tt3059106,4
21,tt7471004,6
21,tt7399470,7
21,tt1620971,5
21,tt6978954,5
21,tt4921860,7
21,tt6774212,5
22,tt2571140,6
22,tt4541102,5
22,tt2082197,9
22,tt1562872,8
22,tt5108476,5
22,tt2156785,8
22,tt2140465,8
22,tt1784589,3
22,tt6750100,6
22,tt1578261,6
22,tt8897986,10
22,tt5970844,4
22,tt4651394,4
22,tt4228746,5
22,tt1744641,6
22,tt4635372,6
22,tt3322420,8
22,tt6173990,6
22,tt2372678,8
22,tt3175038,6
22,tt5933706,2
22,tt1773015,6
22,tt1395054,8
22,tt4513812,8
22,tt1745753,4
22,tt3166542,7
22,tt4556848,5
22,tt1512220,5
22,tt1926313,8
22,tt2615584,5
22,tt2188893,7
22,tt3501994,7
22,tt8108208,3
22,tt0988655,4
22,tt3001638,8
22,tt3848888,4
22,tt3482198,1
22,tt6467380,7
22,tt2202086,7
22,tt8060624,5
22,tt8304386,6
22,tt2423132,6
22,tt4642936,4
22,tt2976176,8
22,tt4384270,7
22,tt7485048,8
22,tt1742307,4
22,tt1629391,7
22,tt9052964,4
22,tt3483596,5
23,tt5775220,4
23,tt2375567,2
23,tt5472758,7
23,tt5240748,6
23,tt1368453,7
23,tt5933706,4
23,tt6058394,6
23,tt6278732,9
23,tt2347289,5
23,tt2424988,7
23,tt1954470,10
23,tt7778680,8
23,tt2708644,4
23,tt2362778,5
23,tt2800452,5
23,tt1396208,5
23,tt3848938,3
23,tt5784860,3
23,tt3380264,4
23,tt7340684,6
23,tt1612611,4
23,tt2675978,4
23,tt5474036,5
23,tt1172587,6
23,tt7485048,9
23,tt5463608,7
23,tt4500734,3
23,tt8897986,8
23,tt1714832,7
23,tt1971365,4
23,tt4659548,6
23,tt2615584,5
23,tt3848892,7
23,tt3368222,8
23,tt4332114,6
23,tt2855648,8
23,tt3679000,8
23,tt3948240,3
23,tt7919680,7
23,tt8011276,7
23,tt1608777,7
24,tt6046994,4
24,tt6791730,5
24,tt1918965,7
24,tt0246825,5
24,tt3142688,7
24,tt1471247,7
24,tt2191164,9
24,tt2187972,5
24,tt4129428,8
24,tt1694542,8
24,tt10324144,9
24,tt3766798,5
24,tt2357926,5
24,tt2814372,6
24,tt2009592,5
24,tt1629715,7
24,tt2334779,6
24,tt4906984,4
24,tt7399470,7
24,tt5784778,8
24,tt2980794,8
24,tt7881542,5
24,tt1322257,5
24,tt1828289,8
24,tt1503640,5
24,tt2424988,6
24,tt1773015,10
24,tt3410408,7
24,tt4651394,5
24,tt7274806,6
25,tt8130558,6
25,tt3823392,9
25,tt3547616,3
25,tt1954206,6
25,tt6277440,6
25,tt3645014,2
25,tt3881136,6
25,tt1627924,5
25,tt6484982,8
25,tt2767712,5
25,tt2406676,5
25,tt1849718,7
25,tt2963974,6
25,tt2112131,6
25,tt1396208,5
25,tt4916048,7
25,tt1309561,5
25,tt7609114,4
25,tt4373886,7
25,tt3148502,9
25,tt6611040,7
25,tt1558578,7
25,tt8869978,8
25,tt2675978,6
25,tt3948240,4
25,tt2283894,7
25,tt2229848,6
25,tt2211133,2
25,tt2401719,5
25,tt3797478,8
25,tt2347289,4
25,tt2909396,3
25,tt2356180,8
25,tt0839742,7
25,tt4897908,3
25,tt6711660,7
25,tt1185412,7
25,tt4262516,4
25,tt2140465,6
25,tt2438764,2
25,tt7471004,8
26,tt3495030,7
26,tt2980794,6
26,tt7853242,6
26,tt1345777,8
26,tt5216810,7
26,tt3696192,6
26,tt2185084,6
26,tt5956100,8
26,tt4857886,9
26,tt8108200,8
27,tt2929840,2
27,tt4707940,5
27,tt7723022,3
27,tt1465493,5
27,tt9052964,2
27,tt1562871,4
27,tt6997642,7
27,tt1948150,9
27,tt4654760,5
27,tt1666184,3
27,tt2222716,5
27,tt2872050,6
27,tt1985981,6
28,tt7695014,4
28,tt1465488,3
28,tt2309987,5
28,tt4934950,7
28,tt1934231,8
28,tt2613942,6
28,tt1949548,5
28,tt1781838,6
28,tt2377938,9
28,tt6143422,7
28,tt1649760,7
28,tt2130242,5
28,tt1980970,2
28,tt1918965,5
28,tt10816510,7
28,tt2855648,7
28,tt5005684,10
28,tt5518128,4
28,tt5156746,6
28,tt3766798,5
28,tt7469726,10
28,tt5474042,7
28,tt3948240,2
28,tt4355892,3
28,tt6978954,7
28,tt1471247,9
28,tt5760490,5
28,tt7340684,5
29,tt4535650,6
29,tt6620324,6
29,tt6843812,5
29,tt1198101,6
29,tt8785426,3
29,tt2691010,3
29,tt2814372,4
29,tt4434004,8
29,tt5472758,7
29,tt8869978,6
29,tt2621000,9
29,tt0246825,7
29,tt2063745,7
29,tt2318401,7
29,tt1680317,1
29,tt1127220,4
29,tt4513812,6
29,tt10816510,8
29,tt1455816,5
29,tt5662932,8
29,tt9105014,7
29,tt5542802,5
29,tt5216810,8
29,tt3672618,5
29,tt3209826,6
29,tt5946128,7
29,tt2199711,9
29,tt1839596,7
29,tt8396128,7
29,tt6467380,7
29,tt2804026,5
29,tt6352548,7
29,tt3368222,7
29,tt6173826,4
29,tt9070934,7
29,tt2978626,7
30,tt2871010,7
30,tt5896934,3
30,tt3619772,5
30,tt0443331,5
30,tt2609218,4
30,tt6173826,6
30,tt1847736,7
30,tt2912578,7
30,tt5760490,5
30,tt4934950,8
30,tt1185412,5
30,tt1639426,9
30,tt2057441,8
30,tt2016894,6
30,tt3177332,5
30,tt1396208,5
30,tt4355838,4
30,tt2404187,6
30,tt2909396,2
30,tt1322257,5
30,tt2306635,4
30,tt1663647,5
30,tt5472374,4
30,tt8869978,7
30,tt5775220,4
31,tt1808221,5
31,tt2196638,6
31,tt7639372,4
31,tt8983180,6
31,tt2929690,8
31,tt1620907,7
31,tt9319812,5
31,tt1363363,1
31,tt1992138,5
31,tt1801521,5
31,tt1606162,6
31,tt1465493,4
31,tt1918886,2
31,tt1971310,2
31,tt1884268,8
31,tt4921860,7
31,tt4552546,8
31,tt1373156,9
31,tt8869978,8
31,tt5290620,1
31,tt5785116,5
31,tt7274806,6
31,tt1781838,5
31,tt3595298,5
31,tt3836958,7
31,tt4818930,8
31,tt5755606,5
31,tt1629391,8
31,tt3380264,6
31,tt11046300,9
31,tt1188982,5
31,tt4117066,6
31,tt10017956,7
31,tt10635372,1
31,tt3796006,8
31,tt3802576,5
31,tt1883121,6
31,tt4897908,6
31,tt2094854,5
31,tt4556848,7
31,tt2609218,3
32,tt2622130,5
32,tt7255568,1
32,tt2130242,5
32,tt7189494,8
32,tt3431714,6
32,tt2292625,6
32,tt1985981,5
32,tt9239772,6
32,tt3735246,10
32,tt6971752,7
32,tt2256514,3
32,tt2196638,7
32,tt9179426,6
32,tt7581902,6
32,tt4430212,10
32,tt1704680,6
32,tt4684028,5
32,tt3483646,6
32,tt3044882,4
32,tt2337292,8
32,tt3422462,6
32,tt2178508,6
32,tt4340180,6
32,tt2318401,7
32,tt2184125,6
32,tt1465493,4
32,tt1607607,5
32,tt6467738,7
32,tt6537508,5
32,tt4088588,8
32,tt6102396,7
32,tt2612924,5
32,tt3531604,3
32,tt5743888,3
32,tt2932606,7
32,tt6862542,9
32,tt2323964,7
32,tt5882970,3
32,tt2211133,1
32,tt2229848,6
32,tt3382148,4
32,tt1503640,5
32,tt2417560,8
32,tt1612573,4
32,tt6173990,6
32,tt4864932,6
32,tt1830786,2
32,tt6206564,8
33,tt3531852,8
33,tt4332114,4
33,tt1773015,8
33,tt6041458,5
33,tt4373886,7
33,tt1680317,1
33,tt7399470,6
33,tt5882970,4
33,tt4900716,7
33,tt6078866,5
33,tt3410408,6
33,tt3696192,6
33,tt3309662,2
33,tt1183944,5
33,tt2929690,7
34,tt3771536,6
34,tt1806913,5
34,tt6903440,6
34,tt3585758,6
34,tt6467738,5
34,tt3823392,6
34,tt3854246,6
34,tt1606267,5
34,tt7997334,1
34,tt5785116,3
34,tt2317103,7
34,tt4995402,6
34,tt1887763,8
34,tt3044882,3
34,tt1629260,5
34,tt3410408,6
34,tt7262178,2
34,tt5615116,6
34,tt2762334,4
34,tt6836936,7
34,tt7463730,5
34,tt5005684,8
34,tt2814372,5
34,tt4513812,9
34,tt5909308,6
34,tt3449320,5
35,tt1714832,9
35,tt3469244,8
35,tt6774212,6
35,tt2814372,7
35,tt7853242,8
35,tt1920986,4
35,tt3735246,8
35,tt1784589,5
35,tt3322420,10
35,tt1503640,4
35,tt1948047,1
35,tt1606162,5
35,tt3044882,3
35,tt1612611,3
35,tt5638500,5
35,tt1629376,8
35,tt2112978,5
35,tt5310090,9
35,tt1954598,5
35,tt7340684,6
35,tt4857886,6
35,tt2023645,5
35,tt1185412,5
35,tt8175968,7
35,tt2389486,6
35,tt1572311,4
35,tt6512784,4
35,tt5785170,8
35,tt2929690,7
35,tt7212726,7
35,tt4107858,5
35,tt1918965,7
35,tt2130242,7
35,tt4129428,6
35,tt2344678,3
35,tt1438298,6
35,tt1396208,5
35,tt1826763,5
35,tt2658126,6
35,tt2188893,6
35,tt1189006,4
35,tt3410408,7
35,tt3666258,8
35,tt6265988,6
35,tt5713232,7
35,tt2224317,7
35,tt3449292,7
35,tt6712014,6
35,tt6499258,4
35,tt2804026,7
36,tt2976182,3
36,tt5742874,4
36,tt1801521,5
36,tt6467380,7
36,tt8130968,7
36,tt3005850,5
36,tt3324810,6
36,tt4675030,3
36,tt4807830,7
36,tt6467738,7
36,tt2759338,4
36,tt7639372,5
36,tt4760900,6
36,tt1714832,8
36,tt1886663,6
36,tt7399470,8
37,tt2104937,4
37,tt7212726,7
37,tt0443331,5
37,tt3847072,7
37,tt4675030,2
37,tt1573072,4
37,tt3854246,4
37,tt1980986,7
37,tt1375789,4
37,tt3619854,3
37,tt3645014,4
37,tt4934950,8
37,tt2306635,7
38,tt1907761,7
38,tt6774212,4
38,tt2275802,5
38,tt1438298,6
38,tt1594964,7
38,tt1954470,8
38,tt5074352,10
38,tt1471247,7
38,tt2372678,7
38,tt2806788,6
38,tt1855268,5
38,tt8223250,7
38,tt4979160,3
39,tt4023852,5
39,tt1736552,5
39,tt5310090,6
39,tt2172071,5
39,tt4921860,6
39,tt3794302,8
39,tt1785333,7
39,tt1596723,4
39,tt2094854,6
39,tt2338151,9
39,tt4535650,5
39,tt4493550,7
39,tt2199711,7
39,tt5544662,4
39,tt2727028,5
39,tt6774212,4
39,tt2406676,5
39,tt4832640,6
39,tt4117066,8
39,tt5502766,7
39,tt1629295,6
39,tt1722425,8
39,tt1191118,3
40,tt1620971,5
40,tt1666184,5
40,tt2187972,5
40,tt1558578,5
40,tt7720254,3
40,tt1629715,5
40,tt0246825,6
40,tt4022278,4
40,tt4994210,6
40,tt4640206,6
40,tt1397492,8
40,tt8304386,3
40,tt1442583,5
40,tt1608777,6
40,tt4651394,4
40,tt6102396,6
40,tt2476154,5
40,tt3309662,3
40,tt3129282,4
40,tt1926313,10
40,tt8484942,3
41,tt3036740,1
41,tt11007050,5
41,tt1839596,10
41,tt1239276,7
41,tt1939654,5
41,tt6041458,6
41,tt1612611,4
41,tt1954598,7
41,tt7399470,10
41,tt4864932,3
41,tt3672618,8
41,tt9558612,3
41,tt4635372,9
41,tt4512230,3
41,tt6499258,6
41,tt1194236,5
41,tt6405126,6
41,tt1610452,6
41,tt4355892,1
41,tt2461132,4
41,tt4897908,5
41,tt7180544,8
41,tt2222550,5
41,tt4642936,4
41,tt1887817,7
41,tt2027138,5
41,tt1801521,5
41,tt5074352,10
41,tt2323964,5
41,tt1227524,8
41,tt2429930,7
41,tt1825655,8
41,tt5151622,5
41,tt7778680,7
41,tt2912578,6
41,tt3382148,2
41,tt3619854,4
42,tt2976182,2
42,tt6058394,7
42,tt7471004,8
42,tt9105014,7
42,tt1322257,6
42,tt1706317,4
42,tt5518128,4
42,tt5785200,3
42,tt4556848,5
42,tt4335954,5
42,tt1805263,8
42,tt2112124,7
42,tt5928576,6
42,tt7639372,4
42,tt2350496,9
42,tt8108268,7
42,tt8396186,1
42,tt4338154,6
42,tt3368222,7
42,tt5343678,7
42,tt2229848,4
42,tt6206564,7
42,tt7722484,4
42,tt2222716,6
42,tt2186731,3
42,tt6926486,7
42,tt1620933,8
42,tt2106537,6
42,tt10404768,6
42,tt1736552,6
42,tt1535467,8
42,tt5286444,9
42,tt3483712,7
42,tt3859980,6
42,tt1629391,7
42,tt3129282,5
42,tt6978954,6
42,tt7607940,1
42,tt2317135,4
42,tt3044882,4
42,tt1605778,5
42,tt1673411,4
42,tt3495000,6
42,tt4559006,4
43,tt5197544,7
43,tt1704680,3
43,tt7260848,5
43,tt1431122,6
43,tt7147540,8
43,tt5525846,5
43,tt2265191,8
43,tt2112124,7
43,tt4355892,3
43,tt5474036,7
43,tt2198235,6
43,tt3716142,6
43,tt2814372,6
43,tt8108196,5
43,tt1285245,6
43,tt8130558,8
43,tt1785333,7
43,tt5697870,6
43,tt5130348,6
43,tt3886444,6
43,tt3169676,3
44,tt1738293,8
44,tt4979110,4
44,tt2691010,2
44,tt3398048,5
44,tt1869296,5
44,tt2094854,8
44,tt3495030,7
44,tt4262516,3
44,tt4467262,4
44,tt6826438,10
44,tt3693936,7
44,tt1772872,6
44,tt6750100,6
44,tt7471004,7
44,tt8011276,6
44,tt3390572,9
44,tt1703958,7
44,tt7189494,6
44,tt4309284,8
44,tt1720254,6
44,tt1805263,8
44,tt4302956,7
44,tt7881528,1
44,tt3611266,6
44,tt3309844,4
44,tt1826763,4
44,tt8647400,7
45,tt1728239,3
45,tt3678782,9
45,tt7162758,7
45,tt2571140,6
45,tt6499258,4
45,tt1738293,7
45,tt4744086,4
45,tt2404027,5
45,tt1244093,2
45,tt2066062,3
45,tt7778680,6
45,tt6080746,10
45,tt3886444,3
45,tt1189006,4
46,tt2941856,5
46,tt2612924,4
46,tt7412738,7
46,tt4512230,3
46,tt5121000,7
46,tt1573482,5
46,tt2066925,4
46,tt3501994,8
46,tt4940456,4
46,tt3514330,7
46,tt2294685,6
46,tt1375789,6
46,tt7154994,6
46,tt1680317,1
46,tt2308773,8
46,tt5052972,6
46,tt7260848,7
46,tt5472758,7
46,tt1319716,6
46,tt4513812,8
46,tt6264938,8
46,tt3129282,3
47,tt5617172,5
